filename_base,task_id,source,misjudgement,answer,llm_answer,evaluated,data_id,difficulty,problem_text_length,solution_text_length,prompt_perplexity,statement_gunning_fog_index,statement_flesch_kincaid_grade,api_calls,actual_verdict,File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time,module,pylint_total_issues,pylint_convention,pylint_error,pylint_refactor,pylint_warning,File,complexity_sum,bandit_total_issues,bandit_unique_severities,bandit_unique_confidences
code_task_3732_data_gpt3.5,3732,gpt3.5,True,C,A,C,977,2,1324,391,1.0821049615320055,10.600421940928271,8.542879746835446,4,TLE,code_task_3732_data_gpt3.5.py,23,14,14,2,7,79.86595694182745,7,10,17,11,21,32,17,130.79881092001088,7.35,961.37126026208,0.0435996036400036,53.40951445900444,code_task_3732_data_gpt3.5,10.0,7.0,0.0,0.0,3.0,code_task_3732_data_gpt3.5.py,6,0.0,0.0,0.0
code_task_3732_data_codegeex,3732,codegeex,False,C,C,C,978,2,1324,487,1.0000003128163746,10.600421940928271,8.542879746835446,5,WA,code_task_3732_data_codegeex.py,30,23,23,0,10,53.90613339539328,7,10,17,12,24,36,17,147.14866228501225,8.4,1236.048763194103,0.049049554095004,68.66937573300572,code_task_3732_data_codegeex,12.0,4.0,0.0,2.0,6.0,code_task_3732_data_codegeex.py,10,0.0,0.0,0.0
code_task_3732_data_chatglm,3732,chatglm,False,C,C,C,979,2,1324,339,1.0000167630628127,10.600421940928271,8.542879746835446,9,WA,code_task_3732_data_chatglm.py,12,10,10,0,5,62.386323399562734,5,9,14,13,25,38,14,144.67948703818894,6.944444444444445,1004.7186599874232,0.0482264956793963,55.81770333263462,code_task_3732_data_chatglm,5.0,2.0,0.0,0.0,3.0,code_task_3732_data_chatglm.py,4,0.0,0.0,0.0
code_task_3732_data_gpt4,3732,gpt4,False,A,A,A,981,2,1324,384,1.0011784217371806,10.600421940928271,8.542879746835446,8,AC,code_task_3732_data_gpt4.py,22,20,20,0,7,54.17358895708347,10,15,25,17,32,49,25,227.5489532989615,10.666666666666666,2427.1888351889224,0.0758496510996538,134.84382417716236,code_task_3732_data_gpt4,2.0,2.0,0.0,0.0,0.0,code_task_3732_data_gpt4.py,6,0.0,0.0,0.0
code_task_3733_data_gemma,3733,gemma,False,C,C,C,982,2,2110,189,1.000002935301142,11.05545911375057,7.653394243947009,11,WA,code_task_3733_data_gemma.py,10,10,10,0,0,63.83686225721264,6,11,17,8,16,24,17,98.09910819000817,4.363636363636363,428.06883573821744,0.0326997027300027,23.781601985456525,code_task_3733_data_gemma,3.0,2.0,0.0,0.0,1.0,code_task_3733_data_gemma.py,3,0.0,0.0,0.0
code_task_3733_data_deepseekcoder,3733,deepseekcoder,False,C,C,C,983,2,2110,1650,1.0000018624656668,11.05545911375057,7.653394243947009,18,WA,code_task_3733_data_deepseekcoder.py,56,32,32,11,10,76.0034031045195,10,18,28,20,40,60,28,288.44129532345625,11.11111111111111,3204.903281371736,0.096147098441152,178.05018229842975,code_task_3733_data_deepseekcoder,7.0,3.0,0.0,0.0,4.0,code_task_3733_data_deepseekcoder.py,13,0.0,0.0,0.0
code_task_3733_data_gpt4,3733,gpt4,False,C,C,C,984,2,2110,470,1.0067459545514577,11.05545911375057,7.653394243947009,18,WA,code_task_3733_data_gpt4.py,19,18,18,0,0,55.70060378576341,5,22,27,16,32,48,27,228.2346001038465,3.636363636363636,829.9440003776236,0.0760782000346155,46.10800002097909,code_task_3733_data_gpt4,3.0,1.0,0.0,0.0,2.0,code_task_3733_data_gpt4.py,2,0.0,0.0,0.0
code_task_3733_data_claude3,3733,claude3,False,C,C,C,985,2,2110,935,1.0000006704275366,11.05545911375057,7.653394243947009,21,WA,code_task_3733_data_claude3.py,32,16,16,7,0,85.24050390829328,7,19,26,14,28,42,26,197.4184681619259,5.157894736842105,1018.2636778878284,0.0658061560539753,56.57020432710157,code_task_3733_data_claude3,5.0,4.0,0.0,1.0,0.0,code_task_3733_data_claude3.py,7,0.0,0.0,0.0
code_task_3733_data_starcoder,3733,starcoder,False,C,C,C,986,2,2110,330,1.000007941882063,11.05545911375057,7.653394243947009,10,WA,code_task_3733_data_starcoder.py,18,16,16,0,0,58.37588681466605,7,11,18,10,20,30,18,125.09775004326936,6.363636363636363,796.0765911844414,0.0416992500144231,44.226477288024526,code_task_3733_data_starcoder,3.0,1.0,2.0,0.0,0.0,code_task_3733_data_starcoder.py,9,0.0,0.0,0.0
code_task_3734_data_gpt3.5,3734,gpt3.5,False,A,A,A,989,2,1500,385,1.0052517683565647,8.505616797900263,7.691952755905511,6,AC,code_task_3734_data_gpt3.5.py,16,8,8,4,0,98.91788976353396,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.0095097750043269,2.377443751081734,code_task_3734_data_gpt3.5,2.0,2.0,0.0,0.0,0.0,code_task_3734_data_gpt3.5.py,2,0.0,0.0,0.0
code_task_3734_data_deepseekcoder,3734,deepseekcoder,False,C,C,C,990,2,1500,495,1.0000645656725127,8.505616797900263,7.691952755905511,10,WA,code_task_3734_data_deepseekcoder.py,15,12,12,0,5,61.85800585443604,5,14,19,8,16,24,19,101.95026032264605,2.857142857142857,291.28645806470297,0.0339834201075486,16.18258100359461,code_task_3734_data_deepseekcoder,6.0,4.0,0.0,0.0,2.0,code_task_3734_data_deepseekcoder.py,4,0.0,0.0,0.0
code_task_3735_data_Mixtral,3735,Mixtral,False,C,C,C,991,2,1001,321,1.0000062730192742,10.549494949494951,7.457121212121216,10,WA,code_task_3735_data_Mixtral.py,17,12,12,0,2,62.51856033152088,4,11,15,7,14,21,15,82.0447025077789,2.5454545454545454,208.84106092889172,0.0273482341692596,11.602281162716206,code_task_3735_data_Mixtral,5.0,3.0,0.0,1.0,1.0,code_task_3735_data_Mixtral.py,0,0.0,0.0,0.0
code_task_3735_data_chatglm,3735,chatglm,False,C,C,C,992,2,1001,333,1.0009118790267986,10.549494949494951,7.457121212121216,9,WA,code_task_3735_data_chatglm.py,13,11,11,0,5,66.58815489908999,3,5,8,3,6,9,8,27.0,1.8,48.6,0.009,2.7,code_task_3735_data_chatglm,4.0,2.0,0.0,1.0,1.0,code_task_3735_data_chatglm.py,6,0.0,0.0,0.0
code_task_3735_data_qwen,3735,qwen,False,C,C,C,994,2,1001,438,1.0000048425671522,10.549494949494951,7.457121212121216,9,WA,code_task_3735_data_qwen.py,19,13,13,2,4,82.72177396570855,6,9,15,8,16,24,15,93.76537429460444,5.333333333333333,500.08199623789034,0.0312551247648681,27.78233312432724,code_task_3735_data_qwen,5.0,3.0,0.0,0.0,2.0,code_task_3735_data_qwen.py,2,0.0,0.0,0.0
code_task_3735_data_wizardcoder,3735,wizardcoder,False,B,B,B,995,2,1001,402,1.1353356278377624,10.549494949494951,7.457121212121216,0,CE,code_task_3735_data_wizardcoder.py,16,13,13,0,2,62.22151906171853,3,9,12,6,12,18,12,64.52932501298082,2.0,129.05865002596164,0.0215097750043269,7.169925001442313,code_task_3735_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_3735_data_wizardcoder.py,0,0.0,0.0,0.0
code_task_3736_data_qwen,3736,qwen,False,C,C,C,996,2,1374,667,1.0001584976282452,10.217948717948717,8.425,5,WA,code_task_3736_data_qwen.py,25,19,18,3,7,81.2528682108942,4,7,11,5,9,14,11,48.43204266092217,2.5714285714285716,124.53953827094274,0.0161440142203073,6.918863237274596,code_task_3736_data_qwen,5.0,4.0,0.0,0.0,1.0,code_task_3736_data_qwen.py,13,0.0,0.0,0.0
code_task_3736_data_deepseekcoder,3736,deepseekcoder,True,A,C,A,997,2,1374,454,1.0000103259777622,10.217948717948717,8.425,6,AC,code_task_3736_data_deepseekcoder.py,8,8,6,0,3,68.69605218012123,4,7,11,4,7,11,11,38.053747805010275,2.0,76.10749561002055,0.01268458260167,4.228194200556697,code_task_3736_data_deepseekcoder,5.0,4.0,0.0,0.0,1.0,code_task_3736_data_deepseekcoder.py,0,0.0,0.0,0.0
code_task_3736_data_Mixtral,3736,Mixtral,False,C,C,C,998,2,1374,214,1.0003358761801915,10.217948717948717,8.425,10,WA,code_task_3736_data_Mixtral.py,11,8,8,0,0,66.96307394933025,4,11,15,6,12,18,15,70.32403072095333,2.1818181818181817,153.43424884571635,0.0234413435736511,8.52412493587313,code_task_3736_data_Mixtral,4.0,3.0,1.0,0.0,0.0,code_task_3736_data_Mixtral.py,3,0.0,0.0,0.0
code_task_3737_data_chatglm,3737,chatglm,False,C,C,C,999,2,1677,241,1.000000432020081,6.433183318331834,4.852650765076511,8,WA,code_task_3737_data_chatglm.py,11,9,9,0,4,65.71273174018789,4,11,15,6,12,18,15,70.32403072095333,2.1818181818181817,153.43424884571635,0.0234413435736511,8.52412493587313,code_task_3737_data_chatglm,2.0,2.0,0.0,0.0,0.0,code_task_3737_data_chatglm.py,4,0.0,0.0,0.0
code_task_3737_data_qwen,3737,qwen,False,A,A,A,1000,2,1677,214,1.0000019816695012,6.433183318331834,4.852650765076511,9,AC,code_task_3737_data_qwen.py,9,6,6,0,0,72.66682256978099,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.0084220647661728,1.6844129532345624,code_task_3737_data_qwen,2.0,1.0,0.0,1.0,0.0,code_task_3737_data_qwen.py,0,0.0,0.0,0.0
code_task_3737_data_llama,3737,llama,True,B,C,B,1001,2,1677,254,1.00012345048308,6.433183318331834,4.852650765076511,0,CE,code_task_3737_data_llama.py,10,6,6,3,0,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211,0.1320802083934297,code_task_3737_data_llama,1.0,0.0,1.0,0.0,0.0,code_task_3737_data_llama.py,3,0.0,0.0,0.0
code_task_3738_data_gemma,3738,gemma,False,C,C,C,1002,2,1253,321,1.0000011472426182,9.267477203647417,6.020258358662613,6,WA,code_task_3738_data_gemma.py,17,17,17,0,0,57.234721537333435,4,12,16,11,22,33,16,132.0,3.6666666666666665,484.0,0.044,26.88888888888889,code_task_3738_data_gemma,3.0,2.0,0.0,1.0,0.0,code_task_3738_data_gemma.py,9,0.0,0.0,0.0
code_task_3738_data_gemini,3738,gemini,False,C,C,C,1003,2,1253,380,1.0,9.267477203647417,6.020258358662613,6,WA,code_task_3738_data_gemini.py,21,19,19,0,8,55.65539192721551,4,14,18,12,24,36,18,150.11730005192322,3.4285714285714284,514.6878858923081,0.0500391000173077,28.59377143846156,code_task_3738_data_gemini,2.0,2.0,0.0,0.0,0.0,code_task_3738_data_gemini.py,9,0.0,0.0,0.0
code_task_3738_data_gpt4,3738,gpt4,False,C,C,C,1004,2,1253,516,1.0820930455030948,9.267477203647417,6.020258358662613,7,WA,code_task_3738_data_gpt4.py,24,21,20,0,0,51.98586456476739,9,29,38,25,45,70,38,367.35492594105096,6.982758620689655,2565.1507759676833,0.1224516419803503,142.50837644264908,code_task_3738_data_gpt4,2.0,2.0,0.0,0.0,0.0,code_task_3738_data_gpt4.py,9,0.0,0.0,0.0
code_task_3738_data_wenxin,3738,wenxin,False,C,C,C,1005,2,1253,879,1.0000130676934331,9.267477203647417,6.020258358662613,5,WA,code_task_3738_data_wenxin.py,29,16,15,8,6,88.57401575471263,4,11,15,8,14,22,15,85.95159310338741,2.5454545454545454,218.78587335407704,0.0286505310344624,12.154770741893168,code_task_3738_data_wenxin,6.0,3.0,0.0,0.0,3.0,code_task_3738_data_wenxin.py,8,0.0,0.0,0.0
code_task_3740_data_gemini,3740,gemini,False,C,C,C,1006,2,558,340,1.0000087763149568,9.701754385964913,6.856578947368423,6,WA,code_task_3740_data_gemini.py,16,12,12,1,4,77.49720485393617,6,16,22,10,20,30,22,133.78294855911892,3.75,501.68605709669595,0.0445943161863729,27.87144761648311,code_task_3740_data_gemini,5.0,4.0,0.0,0.0,1.0,code_task_3740_data_gemini.py,6,0.0,0.0,0.0
code_task_3740_data_starcoder,3740,starcoder,False,C,C,C,1008,2,558,579,1.0000003128163746,9.701754385964913,6.856578947368423,8,WA,code_task_3740_data_starcoder.py,22,11,11,5,4,89.77300454193119,6,18,24,13,26,39,24,178.81353752812512,4.333333333333333,774.8586626218755,0.059604512509375,43.047703478993085,code_task_3740_data_starcoder,8.0,6.0,0.0,0.0,2.0,code_task_3740_data_starcoder.py,6,0.0,0.0,0.0
code_task_3740_data_codellama,3740,codellama,False,C,C,C,1009,2,558,237,1.0002614891999497,9.701754385964913,6.856578947368423,10,WA,code_task_3740_data_codellama.py,15,11,11,0,1,61.61228128270416,5,16,21,11,22,33,21,144.94647495169912,3.4375,498.2535076464657,0.0483154916505663,27.68075042480365,code_task_3740_data_codellama,2.0,2.0,0.0,0.0,0.0,code_task_3740_data_codellama.py,0,0.0,0.0,0.0
code_task_3740_data_wenxin,3740,wenxin,False,C,C,C,1010,2,558,903,1.0000130676934331,9.701754385964913,6.856578947368423,11,WA,code_task_3740_data_wenxin.py,29,16,15,8,6,86.16199095529987,6,17,23,14,28,42,23,189.98960215439456,4.9411764705882355,938.7721518217144,0.0633298673847981,52.15400843453969,code_task_3740_data_wenxin,10.0,8.0,0.0,0.0,2.0,code_task_3740_data_wenxin.py,7,0.0,0.0,0.0
code_task_3741_data_claude3,3741,claude3,False,C,C,C,1012,2,928,1082,1.00006325435201,9.314730538922156,6.962520958083832,15,WA,code_task_3741_data_claude3.py,40,27,27,4,7,73.22420808445646,6,17,23,13,22,35,23,158.32466846199546,3.8823529411764706,614.6722422642176,0.0527748894873318,34.148457903567646,code_task_3741_data_claude3,4.0,2.0,0.0,0.0,2.0,code_task_3741_data_claude3.py,16,0.0,0.0,0.0
code_task_3741_data_deepseekcoder,3741,deepseekcoder,True,B,C,B,1013,2,928,1138,1.778824633483996,9.314730538922156,6.962520958083832,0,CE,code_task_3741_data_deepseekcoder.py,39,33,32,0,11,49.80824828467099,8,19,27,14,23,37,27,175.93083758004835,4.842105263157895,851.8756345981288,0.0586436125266827,47.32642414434049,code_task_3741_data_deepseekcoder,1.0,0.0,1.0,0.0,0.0,code_task_3741_data_deepseekcoder.py,25,0.0,0.0,0.0
code_task_3741_data_wenxin,3741,wenxin,False,C,C,C,1015,2,928,1572,1.0000130676934331,9.314730538922156,6.962520958083832,18,WA,code_task_3741_data_wenxin.py,51,30,30,10,13,76.55483280089403,8,23,31,19,32,51,31,252.66401182973067,5.565217391304348,1406.1301527915446,0.0842213372765769,78.11834182175248,code_task_3741_data_wenxin,8.0,4.0,0.0,2.0,2.0,code_task_3741_data_wenxin.py,17,0.0,0.0,0.0
code_task_3741_data_codegeex,3741,codegeex,False,C,C,C,1016,2,928,1070,1.000010206772706,9.314730538922156,6.962520958083832,15,WA,code_task_3741_data_codegeex.py,47,41,40,0,12,46.5918571599037,6,20,26,19,29,48,26,225.62110647077245,4.35,981.45181314786,0.0752070354902574,54.52510073043667,code_task_3741_data_codegeex,11.0,4.0,0.0,3.0,4.0,code_task_3741_data_codegeex.py,18,0.0,0.0,0.0
code_task_3742_data_claude3,3742,claude3,False,C,C,C,1017,2,1579,542,1.0000392931877067,10.611303630363038,7.996285066006603,11,WA,code_task_3742_data_claude3.py,27,17,17,4,0,82.52970469623972,5,11,16,9,18,27,16,108.0,4.090909090909091,441.8181818181818,0.036,24.545454545454547,code_task_3742_data_claude3,1.0,1.0,0.0,0.0,0.0,code_task_3742_data_claude3.py,7,0.0,0.0,0.0
code_task_3742_data_gemma,3742,gemma,True,B,C,B,1018,2,1579,174,1.000002935301142,10.611303630363038,7.996285066006603,0,CE,code_task_3742_data_gemma.py,12,12,12,0,0,64.72147161695531,3,6,9,4,8,12,9,38.03910001730775,2.0,76.0782000346155,0.0126797000057692,4.226566668589751,code_task_3742_data_gemma,1.0,0.0,1.0,0.0,0.0,code_task_3742_data_gemma.py,5,0.0,0.0,0.0
code_task_3742_data_codegeex,3742,codegeex,False,C,C,C,1019,2,1579,262,1.000035478526093,10.611303630363038,7.996285066006603,7,WA,code_task_3742_data_codegeex.py,16,12,12,0,0,60.80347501519607,4,12,16,11,22,33,16,132.0,3.6666666666666665,484.0,0.044,26.88888888888889,code_task_3742_data_codegeex,2.0,2.0,0.0,0.0,0.0,code_task_3742_data_codegeex.py,15,0.0,0.0,0.0
code_task_3743_data_deepseekcoder,3743,deepseekcoder,False,C,C,C,1020,2,1325,156,1.0000278492501566,9.541315945465325,6.69369590989923,4,WA,code_task_3743_data_deepseekcoder.py,11,9,9,0,3,68.96007710115393,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.0084220647661728,1.6844129532345624,code_task_3743_data_deepseekcoder,4.0,2.0,0.0,1.0,1.0,code_task_3743_data_deepseekcoder.py,3,0.0,0.0,0.0
code_task_3743_data_Mixtral,3743,Mixtral,True,B,C,B,1021,2,1325,448,1.0031832464754291,9.541315945465325,6.69369590989923,0,CE,code_task_3743_data_Mixtral.py,22,16,16,2,2,76.66041949436799,8,14,22,13,26,39,22,173.9178331268546,7.428571428571429,1291.9610460852057,0.0579726110422848,71.77561367140031,code_task_3743_data_Mixtral,1.0,0.0,1.0,0.0,0.0,code_task_3743_data_Mixtral.py,1,0.0,0.0,0.0
code_task_3743_data_codegeex,3743,codegeex,False,C,C,C,1022,2,1325,396,1.0000080610868496,9.541315945465325,6.69369590989923,11,WA,code_task_3743_data_codegeex.py,20,15,15,0,9,59.32309924472595,6,11,17,8,16,24,17,98.09910819000817,4.363636363636363,428.06883573821744,0.0326997027300027,23.781601985456525,code_task_3743_data_codegeex,8.0,4.0,0.0,2.0,2.0,code_task_3743_data_codegeex.py,14,0.0,0.0,0.0
code_task_3743_data_gpt3.5,3743,gpt3.5,True,A,C,A,1023,2,1325,198,1.003452294898717,9.541315945465325,6.69369590989923,8,AC,code_task_3743_data_gpt3.5.py,12,8,8,0,0,68.6892962243129,4,6,10,4,8,12,10,39.863137138648355,2.6666666666666665,106.3016990363956,0.0132877123795494,5.905649946466422,code_task_3743_data_gpt3.5,2.0,2.0,0.0,0.0,0.0,code_task_3743_data_gpt3.5.py,3,0.0,0.0,0.0
code_task_3743_data_starcoder,3743,starcoder,False,C,C,C,1024,2,1325,481,1.0000454920388613,9.541315945465325,6.69369590989923,10,WA,code_task_3743_data_starcoder.py,18,9,9,5,0,93.18282715854428,6,10,16,10,20,30,16,120.0,6.0,720.0,0.04,40.0,code_task_3743_data_starcoder,3.0,1.0,2.0,0.0,0.0,code_task_3743_data_starcoder.py,7,0.0,0.0,0.0
code_task_3744_data_gemma,3744,gemma,False,C,C,C,1025,2,2235,334,1.0000001936126681,11.693962178172706,8.291995898838007,18,WA,code_task_3744_data_gemma.py,16,16,16,0,0,65.50441410574147,1,3,4,2,4,6,4,12.0,0.6666666666666666,8.0,0.004,0.4444444444444444,code_task_3744_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_3744_data_gemma.py,4,0.0,0.0,0.0
code_task_3744_data_codegeex,3744,codegeex,False,C,C,C,1027,2,2235,526,1.000010206772706,11.693962178172706,8.291995898838007,15,WA,code_task_3744_data_codegeex.py,23,18,18,0,0,54.539437291621624,4,25,29,21,42,63,29,306.0528026930371,3.36,1028.3374170486047,0.102017600897679,57.129856502700264,code_task_3744_data_codegeex,4.0,2.0,2.0,0.0,0.0,code_task_3744_data_codegeex.py,9,0.0,0.0,0.0
code_task_3745_data_gemma,3745,gemma,False,C,C,C,1028,2,2595,593,1.0000215313001366,11.532849071832123,8.875714285714285,13,WA,code_task_3745_data_gemma.py,26,23,23,0,5,53.828348906084365,5,14,19,12,22,34,19,144.4295354570819,3.928571428571429,567.401746438536,0.0481431784856939,31.52231924658533,code_task_3745_data_gemma,9.0,6.0,0.0,0.0,3.0,code_task_3745_data_gemma.py,9,0.0,0.0,0.0
code_task_3745_data_codellama,3745,codellama,False,C,C,C,1029,2,2595,425,1.000010206772706,11.532849071832123,8.875714285714285,13,WA,code_task_3745_data_codellama.py,22,18,18,0,0,57.66161808564292,2,14,16,8,16,24,16,96.0,1.1428571428571428,109.71428571428572,0.032,6.095238095238095,code_task_3745_data_codellama,1.0,1.0,0.0,0.0,0.0,code_task_3745_data_codellama.py,11,0.0,0.0,0.0
code_task_3745_data_llama,3745,llama,True,B,C,B,1030,2,2595,992,1.0000018624656668,11.532849071832123,8.875714285714285,0,CE,code_task_3745_data_llama.py,36,0,0,33,0,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,code_task_3745_data_llama,1.0,0.0,1.0,0.0,0.0,code_task_3745_data_llama.py,0,0.0,0.0,0.0
code_task_3746_data_llama,3746,llama,False,C,C,C,1031,2,1998,739,1.0000167630628127,9.915995397008055,7.275057537399309,13,WA,code_task_3746_data_llama.py,20,10,9,8,5,91.8688704521787,4,9,13,6,12,18,13,66.60791492653966,2.6666666666666665,177.62110647077242,0.0222026383088465,9.867839248376246,code_task_3746_data_llama,2.0,2.0,0.0,0.0,0.0,code_task_3746_data_llama.py,3,0.0,0.0,0.0
code_task_3746_data_codegeex,3746,codegeex,False,C,C,C,1032,2,1998,350,1.0007101806893601,9.915995397008055,7.275057537399309,12,WA,code_task_3746_data_codegeex.py,19,14,14,0,4,61.89683961458769,3,8,11,6,12,18,11,62.26976913547136,2.25,140.10698055481055,0.0207565897118237,7.78372114193392,code_task_3746_data_codegeex,7.0,4.0,0.0,1.0,2.0,code_task_3746_data_codegeex.py,3,0.0,0.0,0.0
code_task_3746_data_wenxin,3746,wenxin,False,C,C,C,1033,2,1998,1559,1.0001154702199841,9.915995397008055,7.275057537399309,18,WA,code_task_3746_data_wenxin.py,44,24,24,10,4,82.58372169055357,5,15,20,11,22,33,20,142.62362713128297,3.6666666666666665,522.9532994813709,0.0475412090437609,29.05296108229838,code_task_3746_data_wenxin,13.0,8.0,0.0,1.0,4.0,code_task_3746_data_wenxin.py,10,0.0,0.0,0.0
code_task_3746_data_gpt3.5,3746,gpt3.5,True,C,A,C,1034,2,1998,336,1.1054452502694734,9.915995397008055,7.275057537399309,11,TLE,code_task_3746_data_gpt3.5.py,15,11,11,0,2,65.13623058794836,3,6,9,5,10,15,9,47.548875021634686,2.5,118.87218755408672,0.0158496250072115,6.604010419671484,code_task_3746_data_gpt3.5,7.0,4.0,0.0,1.0,2.0,code_task_3746_data_gpt3.5.py,2,0.0,0.0,0.0
code_task_3747_data_gemini,3747,gemini,False,C,C,C,1035,2,1821,970,1.0,8.354983713355049,7.001060260586318,6,WA,code_task_3747_data_gemini.py,35,11,10,9,8,76.70191504582166,4,23,27,13,29,42,27,199.7052750908657,2.5217391304347827,503.6046067508787,0.0665684250302885,27.978033708382153,code_task_3747_data_gemini,6.0,4.0,0.0,0.0,2.0,code_task_3747_data_gemini.py,7,0.0,0.0,0.0
code_task_3747_data_gpt4,3747,gpt4,False,A,A,A,1036,2,1821,198,1.0183180414159623,8.354983713355049,7.001060260586318,4,AC,code_task_3747_data_gpt4.py,9,9,8,0,0,67.57345693914716,3,7,10,4,8,12,10,39.863137138648355,1.7142857142857142,68.33680652339717,0.0132877123795494,3.796489251299843,code_task_3747_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_3747_data_gpt4.py,3,0.0,0.0,0.0
code_task_3748_data_deepseekcoder,3748,deepseekcoder,False,C,C,C,1038,2,1182,369,1.0000011472426182,12.041895734597157,9.304402843601896,10,WA,code_task_3748_data_deepseekcoder.py,14,9,9,2,4,94.86697017763294,1,4,5,2,4,6,5,13.931568569324174,0.5,6.965784284662087,0.0046438561897747,0.3869880158145604,code_task_3748_data_deepseekcoder,6.0,5.0,0.0,0.0,1.0,code_task_3748_data_deepseekcoder.py,0,0.0,0.0,0.0
code_task_3748_data_chatglm,3748,chatglm,False,C,C,C,1039,2,1182,436,1.0000062730192742,12.041895734597157,9.304402843601896,12,WA,code_task_3748_data_chatglm.py,15,13,13,0,7,61.150627517624486,4,12,16,7,14,21,16,84.0,2.3333333333333335,196.0,0.028,10.88888888888889,code_task_3748_data_chatglm,8.0,5.0,0.0,0.0,3.0,code_task_3748_data_chatglm.py,9,0.0,0.0,0.0
code_task_3748_data_wizardcoder,3748,wizardcoder,False,C,C,C,1040,2,1182,335,1.0000048425671522,12.041895734597157,9.304402843601896,13,WA,code_task_3748_data_wizardcoder.py,17,15,15,0,4,61.52864521531278,2,9,11,5,10,15,11,51.89147427955947,1.1111111111111112,57.65719364395497,0.0172971580931864,3.203177424664165,code_task_3748_data_wizardcoder,10.0,6.0,0.0,0.0,4.0,code_task_3748_data_wizardcoder.py,6,0.0,0.0,0.0
code_task_3748_data_gpt4,3748,gpt4,False,C,C,C,1042,2,1182,615,1.0006303120922748,12.041895734597157,9.304402843601896,18,WA,code_task_3748_data_gpt4.py,25,21,21,0,7,54.095456674301325,5,12,17,12,24,36,17,147.14866228501225,5.0,735.7433114250613,0.049049554095004,40.874628412503405,code_task_3748_data_gpt4,5.0,3.0,0.0,1.0,1.0,code_task_3748_data_gpt4.py,12,0.0,0.0,0.0
code_task_3749_data_deepseekcoder,3749,deepseekcoder,False,C,C,C,1044,2,1568,1445,1.000102356388475,10.88888888888889,7.69777777777778,15,WA,code_task_3749_data_deepseekcoder.py,47,27,27,10,11,76.34583008774376,11,29,40,29,58,87,40,463.0077442552005,11.0,5093.085186807206,0.1543359147517335,282.94917704484476,code_task_3749_data_deepseekcoder,9.0,6.0,0.0,0.0,3.0,code_task_3749_data_deepseekcoder.py,21,0.0,0.0,0.0
code_task_3749_data_chatglm,3749,chatglm,False,C,C,C,1045,2,1568,243,1.000035478526093,10.88888888888889,7.69777777777778,10,WA,code_task_3749_data_chatglm.py,14,10,10,0,2,69.4458918400094,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,code_task_3749_data_chatglm,10.0,5.0,0.0,0.0,5.0,code_task_3749_data_chatglm.py,1,0.0,0.0,0.0
code_task_3749_data_magiccoder,3749,magiccoder,False,C,C,C,1046,2,1568,587,1.000010206772706,10.88888888888889,7.69777777777778,10,WA,code_task_3749_data_magiccoder.py,33,17,17,8,0,86.62117403208646,4,13,17,11,22,33,17,134.8862737612612,3.3846153846153846,456.5381573458072,0.0449620912537537,25.363230963655955,code_task_3749_data_magiccoder,2.0,2.0,0.0,0.0,0.0,code_task_3749_data_magiccoder.py,3,0.0,0.0,0.0
code_task_3749_data_codellama,3749,codellama,False,C,C,C,1047,2,1568,538,1.000007941882063,10.88888888888889,7.69777777777778,16,WA,code_task_3749_data_codellama.py,33,27,27,0,12,50.01981877782293,5,29,34,21,42,63,34,320.51015899877143,3.6206896551724137,1160.4678170645172,0.1068367196662571,64.47043428136207,code_task_3749_data_codellama,9.0,5.0,0.0,0.0,4.0,code_task_3749_data_codellama.py,8,0.0,0.0,0.0
code_task_3749_data_starcoder,3749,starcoder,False,C,C,C,1048,2,1568,347,1.0001584976282452,10.88888888888889,7.69777777777778,5,WA,code_task_3749_data_starcoder.py,17,14,14,0,4,58.33831313396575,6,16,22,15,30,45,22,200.67442283867837,5.625,1128.793628467566,0.0668914742795594,62.71075713708699,code_task_3749_data_starcoder,5.0,2.0,0.0,0.0,3.0,code_task_3749_data_starcoder.py,3,0.0,0.0,0.0
code_task_3750_data_qwen,3750,qwen,False,C,C,C,1049,2,1118,676,1.0000383395200294,10.234226804123711,8.885278350515463,6,WA,code_task_3750_data_qwen.py,19,11,11,3,9,84.31075202527401,10,22,32,21,41,62,32,310.0,9.318181818181818,2888.6363636363635,0.1033333333333333,160.47979797979798,code_task_3750_data_qwen,9.0,7.0,0.0,2.0,0.0,code_task_3750_data_qwen.py,10,0.0,0.0,0.0
